OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE
3401846,T20130013929,ABS to receive accident,Finished,4/07/2013,18.25.00,Yes,Collision with vehicle,Thursday,U TURN,No,Dark Street lights on,Yes,T intersection,Fatal accident,80 km/hr,No,827,145.05987,-37.96829
3401847,T20130013930,ABS to receive accident,Finished,4/07/2013,19.00.00,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,100 km/hr,No,299111,145.19312,-37.93552
3401848,T20130013931,ABS to receive accident,Finished,4/07/2013,22.40.00,Yes,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,38874,145.0242,-37.82131
3401849,T20130013937,ABS to receive accident,Finished,5/07/2013,06.15.00,No,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,No,263273,145.28294,-38.09956
3401850,T20130013939,ABS to receive accident,Finished,5/07/2013,07.50.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,36264,144.9629,-37.80666
3401851,T20130013941,ABS to receive accident,Finished,5/07/2013,07.25.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,66037,144.89919,-37.81762
3401852,T20130013943,ABS to receive accident,Finished,3/07/2013,17.15.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,60 km/hr,No,232134,144.88968,-38.3609
3401853,T20130013946,ABS to receive accident,Finished,5/07/2013,09.13.00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,40 km/hr,No,216,144.96068,-37.81496
3401854,T20130013948,ABS to receive accident,Finished,5/07/2013,09.30.00,No,Collision with vehicle,Friday,RIGHT REAR.,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,261833,144.75662,-36.13868
3401855,T20130013953,ABS to receive accident,Finished,5/07/2013,07.30.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,261670,145.18901,-37.87682
3401856,T20130013955,ABS to receive accident,Finished,4/07/2013,21.58.00,Yes,collision with some other object,Thursday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,No,261666,145.28061,-37.37391
3401857,T20130013957,ABS to receive accident,Finished,5/07/2013,06.25.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Fatal accident,60 km/hr,No,37962,145.00631,-37.74549
3401858,T20130013958,ABS to receive accident,Finished,5/07/2013,11.00.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,52886,143.85294,-37.56366
3401859,T20130013963,ABS to receive accident,Finished,5/07/2013,13.00.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,29680,145.05902,-37.94763
3401860,T20130013965,ABS to receive accident,Finished,5/07/2013,06.00.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,110 km/hr,Yes,261777,144.98165,-37.43498
3401861,T20130013966,ABS to receive accident,Finished,5/07/2013,12.25.00,No,Collision with vehicle,Friday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,36395,144.97332,-37.79522
3401862,T20130013971,ABS to receive accident,Finished,4/07/2013,13.05.00,No,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,263469,145.47124,-36.61907
3401863,T20130013973,ABS to receive accident,Finished,5/07/2013,15.00.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Multiple intersection,Serious injury accident,70 km/hr,No,328,145.02866,-37.68629
3401864,T20130013975,ABS to receive accident,Finished,5/07/2013,14.35.00,No,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,262507,145.3968,-37.94027
3401865,T20130013978,ABS to receive accident,Finished,5/07/2013,17.03.00,Yes,Collision with vehicle,Friday,RIGHT REAR.,No,Dusk/Dawn,Yes,T intersection,Other injury accident,60 km/hr,No,42959,145.18263,-37.99055
3401866,T20130013979,ABS to receive accident,Finished,5/07/2013,15.00.00,No,Collision with vehicle,Friday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Unk.,No,T intersection,Serious injury accident,60 km/hr,No,70910,145.09603,-38.00148
3401867,T20130013980,ABS to receive accident,Finished,5/07/2013,16.30.00,Yes,Collision with vehicle,Friday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,No,262235,145.23967,-37.9313
3401868,T20130013983,ABS to receive accident,Finished,5/07/2013,15.50.00,No,Struck animal,Friday,STRUCK ANIMAL,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,261673,147.2275,-36.50448
3401869,T20130013985,ABS to receive accident,Finished,5/07/2013,17.20.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,264991,146.29189,-36.42719
3401870,T20130013986,ABS to receive accident,Finished,5/07/2013,17.30.00,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark No street lights,Yes,T intersection,Other injury accident,100 km/hr,No,262318,146.32071,-38.28256
3401871,T20130013991,ABS to receive accident,Finished,5/07/2013,16.20.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,261677,144.58358,-37.71453
3401872,T20130013992,ABS to receive accident,Finished,5/07/2013,18.45.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,70 km/hr,Yes,261678,144.90354,-37.63759
3401873,T20130013993,ABS to receive accident,Finished,5/07/2013,19.35.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,1275,144.86441,-37.78661
3401874,T20130013997,ABS to receive accident,Finished,5/07/2013,22.45.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50 km/hr,No,51040,145.39973,-36.37907
3401875,T20130014003,ABS to receive accident,Finished,6/07/2013,02.10.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,Yes,479,145.02533,-37.82729
3401876,T20130014004,ABS to receive accident,Finished,6/07/2013,00.47.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,262022,145.02465,-37.93345
3401877,T20130014005,ABS to receive accident,Finished,5/07/2013,23.03.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,261713,145.03286,-37.57619
3401878,T20130014009,ABS to receive accident,Finished,5/07/2013,21.05.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,261643,145.7217,-37.72149
3401879,T20130014011,ABS to receive accident,Finished,6/07/2013,10.00.00,No,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Serious injury accident,Not known,No,264401,144.99994,-37.74042
3401880,T20130014012,ABS to receive accident,Finished,6/07/2013,05.40.00,Yes,Collision with vehicle,Saturday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,No,262152,145.15941,-37.90772
3401881,T20130014013,ABS to receive accident,Finished,5/07/2013,17.00.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Cross intersection,Other injury accident,60 km/hr,No,29867,145.22735,-37.81584
3401882,T20130014015,ABS to receive accident,Finished,6/07/2013,09.45.00,No,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,262236,145.36741,-37.30047
3401883,T20130014017,ABS to receive accident,Finished,6/07/2013,08.39.00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,205,144.95732,-37.81371
3401884,T20130014018,ABS to receive accident,Finished,6/07/2013,11.19.00,No,Collision with vehicle,Saturday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,29648,145.04817,-37.87598
3401885,T20130014020,ABS to receive accident,Finished,6/07/2013,12.30.00,No,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,261924,145.05802,-37.30128
3401886,T20130014021,ABS to receive accident,Finished,3/07/2013,14.45.00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Not known,Day,No,Cross intersection,Other injury accident,50 km/hr,No,63547,145.06714,-37.75634
3401887,T20130013778,ABS to receive accident,Finished,3/07/2013,08.25.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,29361,144.97507,-37.78492
3401888,T20130013779,ABS to receive accident,Finished,3/07/2013,08.35.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,29486,144.99745,-37.7446
3401889,T20130013781,ABS to receive accident,Finished,2/07/2013,15.50.00,No,Collision with vehicle,Tuesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,No,T intersection,Other injury accident,40 km/hr,No,65162,144.96747,-37.79764
3401890,T20130013782,ABS to receive accident,Finished,2/07/2013,22.00.00,Yes,No collision and no object struck,Tuesday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,261639,145.34317,-37.76089
3401891,T20130013783,ABS to receive accident,Finished,3/07/2013,09.55.00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,261537,145.25324,-37.89798
3401892,T20130013785,ABS to receive accident,Finished,3/07/2013,08.20.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,100 km/hr,No,50324,144.2651,-38.30868
3401893,T20130013793,ABS to receive accident,Finished,2/07/2013,16.00.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Serious injury accident,80 km/hr,No,262343,145.23838,-37.97392
3401894,T20130013798,ABS to receive accident,Finished,3/07/2013,10.20.00,No,Collision with vehicle,Wednesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,261536,145.08238,-37.9244
3401895,T20130013800,ABS to receive accident,Finished,3/07/2013,12.12.00,No,Collision with vehicle,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,261667,145.48831,-38.06346
3401896,T20130013805,ABS to receive accident,Finished,3/07/2013,12.08.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,110 km/hr,Yes,261668,145.07755,-37.16454
3401897,T20130013807,ABS to receive accident,Finished,1/07/2013,22.00.00,Yes,Collision with vehicle,Monday,OTHER ON PATH,No,Dark Street lights on,No,Not at intersection,Other injury accident,50 km/hr,No,261538,144.88831,-37.80106
3401898,T20130013810,ABS to receive accident,Finished,3/07/2013,13.35.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,261535,144.9705,-37.82413
3401899,T20130013815,ABS to receive accident,Finished,3/07/2013,13.50.00,No,Collision with vehicle,Wednesday,LEFT TURN SIDESWIPE,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,36033,144.97198,-37.76995
3401900,T20130013817,ABS to receive accident,Finished,3/07/2013,12.30.00,No,Collision with a fixed object,Wednesday,REVERSING INTO FIXED OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,262151,144.96034,-37.76404
3401901,T20130013818,ABS to receive accident,Finished,3/07/2013,15.43.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,66182,145.01851,-37.82062
3401902,T20130013820,ABS to receive accident,Finished,3/07/2013,15.00.00,No,Collision with vehicle,Wednesday,RIGHT REAR.,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,73707,144.79008,-38.37955
3401903,T20130013825,ABS to receive accident,Finished,3/07/2013,16.00.00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,261555,144.91813,-37.67915
3401904,T20130013826,ABS to receive accident,Finished,3/07/2013,13.15.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,261945,144.89064,-37.72837
3401905,T20130013827,ABS to receive accident,Finished,2/07/2013,12.50.00,No,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,261569,145.96619,-38.84992
3401906,T20130013828,ABS to receive accident,Finished,3/07/2013,15.50.00,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY ON LEFT BEND,No,Day,Yes,T intersection,Other injury accident,80 km/hr,Yes,261794,146.37249,-38.23519
3401907,T20130013829,ABS to receive accident,Finished,2/07/2013,06.30.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),Yes,Dusk/Dawn,No,Cross intersection,Serious injury accident,80 km/hr,No,900,145.1945,-38.0722
3401908,T20130013830,ABS to receive accident,Finished,1/07/2013,19.40.00,Yes,collision with some other object,Monday,LOAD OR MISSILE STRUCK VEHICLE,No,Dark Street lights on,No,T intersection,Serious injury accident,60 km/hr,No,41026,145.28582,-37.85891
3401909,T20130013831,ABS to receive accident,Finished,3/07/2013,16.35.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,38437,145.31054,-37.76134
3401910,T20130013832,ABS to receive accident,Finished,3/07/2013,17.45.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,52992,143.80758,-37.58451
3401911,T20130013835,ABS to receive accident,Finished,3/07/2013,16.45.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Serious injury accident,60 km/hr,No,42312,145.07543,-37.96036
3401912,T20130013836,ABS to receive accident,Finished,3/07/2013,17.30.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,29575,145.24963,-37.81463
3401913,T20130014222,ABS to receive accident,Finished,1/07/2013,08.40.00,No,Collision with vehicle,Monday,RIGHT TURN SIDESWIPE,No,Day,No,Cross intersection,Other injury accident,80 km/hr,No,39785,145.28759,-37.826
3401914,T20130014225,ABS to receive accident,Finished,9/07/2013,10.15.00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,Yes,63703,144.86129,-37.76053
3401915,T20130014227,ABS to receive accident,Finished,9/07/2013,08.20.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,262667,143.87403,-37.4521
3401916,T20130014228,ABS to receive accident,Finished,8/07/2013,08.25.00,No,Collision with vehicle,Monday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,No,T intersection,Other injury accident,60 km/hr,No,261989,142.03333,-37.75143
3401917,T20130014230,ABS to receive accident,Finished,9/07/2013,16.07.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,262237,144.34102,-38.14603
3401918,T20130014232,ABS to receive accident,Finished,9/07/2013,15.40.00,No,Collision with vehicle,Tuesday,U TURN,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,42853,145.10665,-37.99339
3401919,T20130014235,ABS to receive accident,Finished,8/07/2013,11.20.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,298176,144.77754,-36.28721
3401920,T20130014236,ABS to receive accident,Finished,9/07/2013,15.18.00,No,Collision with vehicle,Tuesday,U TURN,No,Day,Yes,Multiple intersection,Serious injury accident,100 km/hr,No,54262,144.86162,-37.6757
3401921,T20130014237,ABS to receive accident,Finished,9/07/2013,16.30.00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,Yes,19364,144.73497,-36.14051
3401922,T20130014241,ABS to receive accident,Finished,9/07/2013,13.49.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,41385,145.04392,-37.90444
3401923,T20130014243,ABS to receive accident,Finished,9/07/2013,17.10.00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,261785,144.73249,-37.83822
3401924,T20130014244,ABS to receive accident,Finished,9/07/2013,18.10.00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights unknown,No,T intersection,Other injury accident,50 km/hr,No,1259,144.8324,-37.78303
3401925,T20130014245,ABS to receive accident,Finished,9/07/2013,17.35.00,No,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,261749,144.80678,-37.74506
3401926,T20130014045,ABS to receive accident,Finished,6/07/2013,18.25.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,261925,146.38156,-36.20674
3401927,T20130014046,ABS to receive accident,Finished,6/07/2013,19.35.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,91589,145.03771,-37.84457
3401928,T20130014047,ABS to receive accident,Finished,6/07/2013,18.20.00,Yes,Collision with vehicle,Saturday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,261727,144.92821,-37.60852
3401929,T20130014051,ABS to receive accident,Finished,6/07/2013,20.00.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,261060,144.81663,-37.82761
